sku,name,description,category,sub_type,weight,stackable,max_stack,equippable,equip_slot,damage_min,damage_max,armor_rating,durability_max,consumable,charges_max,effects,tags
belt_armor-0145,Runed Pristine Polymer Belt Armor,Pristine Polymer Belt Armor: a armor item used in various contexts.,armor,belt_armor,2.96,0,1,1,torso,,,15,132,0,,,"[""common"", ""armor""]"
anklet-0146,Anklet of Swiftness,Anklet of Swiftness: a jewelry item used in various contexts.,jewelry,anklet,9.81,0,1,0,,,,,,0,,"{""charisma"": 0.04}","[""fashion"", ""value"", ""uncommon""]"
lariat_necklace-0147,Cursed Ceramic Lariat Necklace,Cursed Ceramic Lariat Necklace: a jewelry item used in various contexts.,jewelry,lariat_necklace,7.55,0,1,0,,,,,,0,,"{""charisma"": 0.05}","[""fashion"", ""value"", ""common""]"
polo_shirt-0148,Worn Ceramic Polo Shirt,Worn Ceramic Polo Shirt: a clothing item used in various contexts.,clothing,polo_shirt,10.21,0,1,1,neck,,,0,,0,,,"[""wearable"", ""common""]"
cloak_heavy-0149,Experimental Mithril Cloak Heavy,Experimental Mithril Cloak Heavy: a clothing item used in various contexts.,clothing,cloak_heavy,11.07,0,1,1,head,,,2,,0,,,"[""wearable"", ""common""]"
dried_berries-0150,Compact Glass Dried Berries,Compact Glass Dried Berries: a food_drink item used in various contexts.,food_drink,dried_berries,5.8,0,1,0,,,,,,0,,,"[""curse:-luck"", ""rare""]"
neck_gaiter-0151,Compact Wood Neck Gaiter,Compact Wood Neck Gaiter: a clothing item used in various contexts.,clothing,neck_gaiter,4.82,0,1,1,legs,,,1,,0,,,"[""wearable"", ""common""]"
enchanted_cloth-0152,Enchanted Cloth of the North,Enchanted Cloth of the North: a fantasy item used in various contexts.,fantasy,enchanted_cloth,4.51,0,1,1,torso,,,,,0,,"{""magic_power"": 0.13}","[""rare"", ""fantasy""]"
hatchet-0153,Hatchet of Might,Hatchet of Might: a weapon item used in various contexts.,weapon,hatchet,9.18,0,1,1,back,7,13,,149,0,,,"[""common"", ""weapon""]"
astral_ink-0154,Blessed Astral Ink of Swiftness,Blessed Astral Ink of Swiftness: a fantasy item used in various contexts.,fantasy,astral_ink,11.35,0,1,0,,,,,,0,,,"[""artifact"", ""fantasy""]"
axe-0155,Quantum Axe of Fortune,Axe of Fortune: a weapon item used in various contexts.,weapon,axe,5.91,0,1,1,hands,6,10,,48,0,,"{""shield_capacity"": 0.136}","[""uncommon"", ""weapon""]"
ear_knot-0156,Ear Knot of Swiftness,Ear Knot of Swiftness: a jewelry item used in various contexts.,jewelry,ear_knot,4.54,0,1,0,,,,,,0,,"{""charisma"": 0.06}","[""fashion"", ""value"", ""common""]"
reagent-0157,Reagent of Swiftness,Reagent of Swiftness: a crafting item used in various contexts.,crafting,reagent,7.68,0,1,0,,,,,,0,,,"[""common""]"
dragonbone_shard-0158,Sturdy Iron Dragonbone Shard,Sturdy Iron Dragonbone Shard: a materials item used in various contexts.,materials,dragonbone_shard,10.83,0,1,0,,,,,,0,,,"[""rare""]"
padded_boots-0159,Padded Boots of Swiftness,Padded Boots of Swiftness: a armor item used in various contexts.,armor,padded_boots,11.54,0,1,1,head,,,10,165,0,,,"[""common"", ""armor""]"
smoked_sausage-0160,Smoked Sausage of Fortune,Smoked Sausage of Fortune: a food_drink item used in various contexts.,food_drink,smoked_sausage,1.77,0,1,0,,,,,,0,,,"[""uncommon""]"
halberd-0161,Halberd of Might,Halberd of Might: a weapon item used in various contexts.,weapon,halberd,0.45,0,1,1,back,4,13,,107,0,,,"[""common"", ""weapon""]"
chalk_line-0162,Compact Wood Chalk Line,Compact Wood Chalk Line: a tool item used in various contexts.,tool,chalk_line,1.08,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
heat_gun-0163,Common Obsidian Heat Gun,Common Obsidian Heat Gun: a tool item used in various contexts.,tool,heat_gun,1.14,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
vibro_sword-0164,Iron Vibro Sword Mk I NX-50,Iron Vibro Sword Mk I NX-50: a sci_fi item used in various contexts.,sci_fi,vibro_sword,8.73,1,5,0,,,,,,1,,"{""energy"": 164}","[""rare"", ""power""]"
tassets-0165,Cursed Tassets of Might,Tassets of Might: a armor item used in various contexts.,armor,tassets,5.86,0,1,1,hands,,,6,54,0,,,"[""common"", ""armor""]"
hood_padded-0166,Hood Padded of Might,Hood Padded of Might: a armor item used in various contexts.,armor,hood_padded,4.08,0,1,1,head,,,18,100,0,,,"[""common"", ""armor""]"
coat_fur-0167,Coat Fur of Fortune,Coat Fur of Fortune: a clothing item used in various contexts.,clothing,coat_fur,3.98,0,1,1,feet,,,1,,0,,,"[""wearable"", ""legendary""]"
subspace_anchor-0168,Wood Subspace Anchor Mk I ZX-89,Wood Subspace Anchor Mk I ZX-89: a sci_fi item used in various contexts.,sci_fi,subspace_anchor,9.57,0,1,1,hands,,,,,0,,,"[""epic"", ""sci-fi""]"
shillelagh-0169,Shillelagh of Fortune,Shillelagh of Fortune: a weapon item used in various contexts.,weapon,shillelagh,0.54,0,1,1,hands,8,11,,175,0,,,"[""common"", ""weapon""]"
energy_shield-0170,Cursed Polymer Energy Shield Prototype NX-97,Polymer Energy Shield Prototype NX-97: a sci_fi item used in various contexts.,sci_fi,energy_shield,5.22,0,1,1,back,,,,,0,,,"[""legendary"", ""sci-fi""]"
precision_screws-0171,Worn Iron Precision Screws,Worn Iron Precision Screws: a crafting item used in various contexts.,crafting,precision_screws,3.62,0,1,0,,,,,,0,,,"[""common""]"
scimitar-0172,Worn Mithril Scimitar,Worn Mithril Scimitar: a weapon item used in various contexts.,weapon,scimitar,5.31,0,1,1,back,5,11,,72,0,,,"[""common"", ""weapon""]"
soul_thread-0173,Soul Thread of the North,Soul Thread of the North: a fantasy item used in various contexts.,fantasy,soul_thread,9.59,0,1,1,head,,,,,0,,,"[""common"", ""fantasy""]"
solar_blanket-0174,Cursed Steel Solar Blanket,Cursed Steel Solar Blanket: a survival item used in various contexts.,survival,solar_blanket,9.61,0,1,0,,,,,,0,,,"[""common""]"
eldritch_vessel-0175,Eldritch Vessel of the Deep,Eldritch Vessel of the Deep: a fantasy item used in various contexts.,fantasy,eldritch_vessel,4.24,0,1,0,,,,,,0,,,"[""common"", ""fantasy""]"
chain_boots-0176,Rusted Leather Chain Boots,Rusted Leather Chain Boots: a armor item used in various contexts.,armor,chain_boots,6.18,0,1,1,head,,,20,62,0,,,"[""common"", ""armor""]"
mystic_rune-0177,Vicious Cursed Mystic Rune of Swiftness,Cursed Mystic Rune of Swiftness: a fantasy item used in various contexts.,fantasy,mystic_rune,4.37,0,1,1,head,,,,,0,,,"[""common"", ""fantasy""]"
pellet_gun-0178,Heavy Iron Pellet Gun,Heavy Iron Pellet Gun: a weapon item used in various contexts.,weapon,pellet_gun,3.58,0,1,1,back,2,6,,78,0,,,"[""common"", ""weapon""]"
bone_fragment-0179,Bone Fragment of Fortune,Bone Fragment of Fortune: a crafting item used in various contexts.,crafting,bone_fragment,2.7,0,1,0,,,,,,0,,,"[""common""]"
winch-0180,Worn Steel Winch,Worn Steel Winch: a tool item used in various contexts.,tool,winch,9.33,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
stockings-0181,Heavy Wood Stockings,Heavy Wood Stockings: a clothing item used in various contexts.,clothing,stockings,6.88,0,1,1,hands,,,2,,0,,,"[""wearable"", ""uncommon""]"
enchanted_cloth-0182,Enchanted Cloth of the North,Enchanted Cloth of the North: a fantasy item used in various contexts.,fantasy,enchanted_cloth,8.45,0,1,0,,,,,,0,,,"[""common"", ""fantasy""]"
plackart-0183,Experimental Steel Plackart,Experimental Steel Plackart: a armor item used in various contexts.,armor,plackart,4.89,0,1,1,back,,,3,43,0,,,"[""common"", ""armor""]"
charcloth-0184,Light Mithril Charcloth,Light Mithril Charcloth: a survival item used in various contexts.,survival,charcloth,9.57,0,1,0,,,,,,0,,,"[""uncommon""]"
padded_pants-0185,Padded Pants of Might Prime,Padded Pants of Might: a armor item used in various contexts.,armor,padded_pants,10.74,0,1,1,hands,,,9,196,0,,"{""hacking_bonus"": 0.089}","[""common"", ""armor""]"
poetry_collection-0186,Poetry Collection of Swiftness,Poetry Collection of Swiftness: a books item used in various contexts.,books,poetry_collection,7.89,0,1,0,,,,,,0,,,"[""uncommon""]"
scale_gauntlet-0187,Compact Steel Scale Gauntlet,Compact Steel Scale Gauntlet: a armor item used in various contexts.,armor,scale_gauntlet,0.11,0,1,1,torso,,,16,197,0,,,"[""common"", ""armor""]"
hood-0188,Compact Steel Hood,Compact Steel Hood: a clothing item used in various contexts.,clothing,hood,1.33,0,1,1,legs,,,0,,0,,,"[""wearable"", ""common""]"
wood_chisel-0189,Wood Chisel of Might,Wood Chisel of Might: a tool item used in various contexts.,tool,wood_chisel,8.7,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
hand_crank_generator-0190,Hand Crank Generator of Might,Hand Crank Generator of Might: a tool item used in various contexts.,tool,hand_crank_generator,9.51,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
bowl-0191,Fine Polymer Bowl,Fine Polymer Bowl: a household item used in various contexts.,household,bowl,6.26,0,1,0,,,,,,0,,,"[""rare""]"
graphene_sheet-0192,Worn Wood Graphene Sheet,Worn Wood Graphene Sheet: a materials item used in various contexts.,materials,graphene_sheet,6.39,0,1,0,,,,,,0,,,"[""common""]"
micro_reactor-0193,Cursed Leather Micro Reactor Mk I NX-99,Leather Micro Reactor Mk I NX-99: a sci_fi item used in various contexts.,sci_fi,micro_reactor,0.3,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
glaive-0194,Blessed Ceramic Glaive,Blessed Ceramic Glaive: a weapon item used in various contexts.,weapon,glaive,3.4,0,1,1,back,3,10,,121,0,,,"[""common"", ""weapon""]"
signal_mirror-0195,Pristine Steel Signal Mirror,Pristine Steel Signal Mirror: a survival item used in various contexts.,survival,signal_mirror,5.5,0,1,0,,,,,,0,,,"[""common""]"
medkit-0196,Medkit of Swiftness,Medkit of Swiftness: a survival item used in various contexts.,survival,medkit,4.53,0,1,0,,,,,,0,,,"[""common""]"
faulds-0197,Fine Steel Faulds of Vitality,Fine Steel Faulds: a armor item used in various contexts.,armor,faulds,6.0,0,1,1,back,,,6,78,0,,,"[""common"", ""armor""]"
bandage-0198,Sturdy Iron Bandage,Sturdy Iron Bandage: a survival item used in various contexts.,survival,bandage,5.71,0,1,0,,,,,,0,,,"[""common""]"
clothes_pin-0199,Rusted Wood Clothes Pin,Rusted Wood Clothes Pin: a household item used in various contexts.,household,clothes_pin,5.05,0,1,0,,,,,,0,,,"[""uncommon""]"
bestiary-0200,Bestiary of Swiftness,Bestiary of Swiftness: a books item used in various contexts.,books,bestiary,10.54,0,1,0,,,,,,0,,,"[""common""]"
bola-0201,Compact Obsidian Bola,Compact Obsidian Bola: a weapon item used in various contexts.,weapon,bola,5.62,0,1,1,hands,7,10,,16,0,,,"[""common"", ""weapon""]"
wrist_chain-0202,Rusted Iron Wrist Chain,Rusted Iron Wrist Chain: a jewelry item used in various contexts.,jewelry,wrist_chain,9.13,0,1,0,,,,,,0,,"{""charisma"": 0.08}","[""fashion"", ""value"", ""uncommon""]"
insoles-0203,Insoles of Fortune,Insoles of Fortune: a clothing item used in various contexts.,clothing,insoles,10.76,0,1,1,neck,,,0,,0,,,"[""wearable"", ""common""]"
square_ruler-0204,Square Ruler of Might,Square Ruler of Might: a tool item used in various contexts.,tool,square_ruler,4.78,0,1,0,,,,,,0,,,"[""tool"", ""legendary""]"
thread-0205,Thread of Might,Thread of Might: a crafting item used in various contexts.,crafting,thread,4.94,0,1,0,,,,,,0,,,"[""common""]"
jersey-0206,Light Obsidian Jersey,Light Obsidian Jersey: a clothing item used in various contexts.,clothing,jersey,2.66,0,1,1,torso,,,0,,0,,,"[""wearable"", ""rare""]"
wire-0207,Wire of Fortune,Wire of Fortune: a crafting item used in various contexts.,crafting,wire,9.0,0,1,0,,,,,,0,,,"[""common""]"
jacket-0208,Experimental Polymer Jacket,Experimental Polymer Jacket: a clothing item used in various contexts.,clothing,jacket,7.03,0,1,1,head,,,0,,0,,,"[""wearable"", ""common""]"
cream-0209,Ancient Alloy Cream,Ancient Alloy Cream: a food_drink item used in various contexts.,food_drink,cream,11.1,0,1,0,,,,,,0,,,"[""common""]"
spike_thrower-0210,Refined Alloy Spike Thrower,Refined Alloy Spike Thrower: a weapon item used in various contexts.,weapon,spike_thrower,7.41,0,1,1,hands,8,12,,117,0,,,"[""common"", ""weapon""]"
wrap_skirt-0211,Heavy Ceramic Wrap Skirt,Heavy Ceramic Wrap Skirt: a clothing item used in various contexts.,clothing,wrap_skirt,11.87,0,1,1,legs,,,1,,0,,,"[""wearable"", ""common""]"
suspenders-0212,Suspenders of Swiftness,Suspenders of Swiftness: a clothing item used in various contexts.,clothing,suspenders,9.72,0,1,1,legs,,,2,,0,,,"[""wearable"", ""common""]"
leather-0213,Leather of Might,Leather of Might: a crafting item used in various contexts.,crafting,leather,11.23,0,1,0,,,,,,0,,,"[""uncommon""]"
iron_staff-0214,Cursed Mithril Iron Staff,Cursed Mithril Iron Staff: a weapon item used in various contexts.,weapon,iron_staff,6.8,0,1,1,back,4,4,,69,0,,,"[""common"", ""weapon""]"
energy_cell-0215,Iron Energy Cell Prototype QX-17,Iron Energy Cell Prototype QX-17: a sci_fi item used in various contexts.,sci_fi,energy_cell,8.63,1,1,0,,,,,,1,,"{""energy"": 406}","[""common"", ""power""]"
wrap_skirt-0216,Wrap Skirt of Fortune,Wrap Skirt of Fortune: a clothing item used in various contexts.,clothing,wrap_skirt,1.3,0,1,1,torso,,,0,,0,,,"[""wearable"", ""rare""]"
trail_markers-0217,Trail Markers of Swiftness,Trail Markers of Swiftness: a survival item used in various contexts.,survival,trail_markers,8.02,0,1,0,,,,,,0,,,"[""uncommon""]"
siphon_pump-0218,"Light Composite Siphon Pump, Epic","Light Composite Siphon Pump, Epic: a tool item used in various contexts.",tool,siphon_pump,3.89,0,1,0,,,,,,0,,,"[""tool"", ""epic""]"
tape_measure-0219,Experimental Leather Tape Measure of Shadows,Experimental Leather Tape Measure: a tool item used in various contexts.,tool,tape_measure,8.07,0,1,0,,,,,,0,,,"[""tool"", ""legendary""]"
cap-0220,Cap of Swiftness,Cap of Swiftness: a clothing item used in various contexts.,clothing,cap,10.63,0,1,1,feet,,,1,,0,,,"[""wearable"", ""common""]"
stove-0221,Fine Iron Stove,Fine Iron Stove: a survival item used in various contexts.,survival,stove,3.89,0,1,0,,,,,,0,,,"[""common""]"
gemstone-0222,Moon-Touched Gemstone,Moon-Touched Gemstone: a fantasy item used in various contexts.,fantasy,gemstone,5.23,0,1,1,torso,,,,,0,,,"[""common"", ""fantasy""]"
boots_heavy-0223,Enchanted Boots Heavy of Swiftness,Boots Heavy of Swiftness: a armor item used in various contexts.,armor,boots_heavy,0.75,0,1,1,torso,,,9,63,0,,,"[""common"", ""armor""]"
nanobot_canister-0224,Steel Nanobot Canister Quantum NX-61,Steel Nanobot Canister Quantum NX-61: a sci_fi item used in various contexts.,sci_fi,nanobot_canister,10.75,1,1,0,,,,,,1,,"{""energy"": 144}","[""common"", ""power""]"
club_heavy-0225,Cursed Obsidian Club Heavy,Cursed Obsidian Club Heavy: a weapon item used in various contexts.,weapon,club_heavy,1.9,0,1,1,hands,1,10,,143,0,,,"[""common"", ""weapon""]"
javelin-0226,Runed Cursed Alloy Javelin,Cursed Alloy Javelin: a weapon item used in various contexts.,weapon,javelin,5.77,0,1,1,hands,3,7,,52,0,,,"[""uncommon"", ""weapon""]"
superconductor-0227,Pristine Iron Superconductor,Pristine Iron Superconductor: a materials item used in various contexts.,materials,superconductor,11.86,0,1,0,,,,,,0,,,"[""common""]"
battle_tactics-0228,Battle Tactics of Fortune,Battle Tactics of Fortune: a books item used in various contexts.,books,battle_tactics,3.98,0,1,0,,,,,,0,,,"[""common""]"
ritual_bowl-0229,Elder Ritual Bowl,Elder Ritual Bowl: a fantasy item used in various contexts.,fantasy,ritual_bowl,7.03,0,1,1,head,,,,,0,,,"[""common"", ""fantasy""]"
personal_deflector-0230,Iron Personal Deflector Mk II ZX-52,Iron Personal Deflector Mk II ZX-52: a sci_fi item used in various contexts.,sci_fi,personal_deflector,7.46,1,5,0,,,,,,1,,"{""energy"": 481}","[""uncommon"", ""power""]"
sallet-0231,Sallet of Might,Sallet of Might: a armor item used in various contexts.,armor,sallet,10.31,0,1,1,legs,,,11,126,0,,,"[""common"", ""armor""]"
thermal_pad-0232,Wood Thermal Pad Quantum NX-95,Wood Thermal Pad Quantum NX-95: a sci_fi item used in various contexts.,sci_fi,thermal_pad,9.14,0,1,1,hands,,,,,0,,,"[""common"", ""sci-fi""]"
armwraps-0233,Armwraps of Swiftness,Armwraps of Swiftness: a clothing item used in various contexts.,clothing,armwraps,11.02,0,1,1,legs,,,1,,0,,,"[""wearable"", ""rare""]"
shillelagh-0234,Shillelagh of Might,Shillelagh of Might: a weapon item used in various contexts.,weapon,shillelagh,2.05,0,1,1,hands,8,14,,67,0,,,"[""common"", ""weapon""]"
field_emitter-0235,Ceramic Field Emitter Mk II VX-61 of the Magus,Ceramic Field Emitter Mk II VX-61: a sci_fi item used in various contexts.,sci_fi,field_emitter,7.8,0,1,1,back,,,,,0,,,"[""uncommon"", ""sci-fi""]"
cooking_oil-0236,Cooking Oil of Fortune,Cooking Oil of Fortune: a food_drink item used in various contexts.,food_drink,cooking_oil,1.32,0,1,0,,,,,,0,,,"[""common""]"
coil_pistol-0237,Alloy Coil Pistol Corvus-series ZX-36,Alloy Coil Pistol Corvus-series ZX-36: a sci_fi item used in various contexts.,sci_fi,coil_pistol,3.97,0,1,1,hands,28,38,,378,0,,,"[""uncommon"", ""sci-fi""]"
cloak-0238,Cloak of Might,Cloak of Might: a clothing item used in various contexts.,clothing,cloak,4.72,0,1,1,neck,,,2,,0,,,"[""wearable"", ""uncommon""]"
ancient_tablet-0239,Elder Ancient Tablet,Elder Ancient Tablet: a fantasy item used in various contexts.,fantasy,ancient_tablet,2.26,1,10,0,,,,,,1,,"{""stamina"": 88}","[""common"", ""consumable"", ""fantasy""]"
level-0240,Level of Might,Level of Might: a tool item used in various contexts.,tool,level,3.2,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
multimeter-0241,Multimeter of Might,Multimeter of Might: a tool item used in various contexts.,tool,multimeter,0.74,0,1,0,,,,,,0,,,"[""tool"", ""common""]"
trident-0242,Heavy Leather Trident,Heavy Leather Trident: a weapon item used in various contexts.,weapon,trident,5.9,0,1,1,hands,5,14,,32,0,,,"[""curse:-durability_loss"", ""rare"", ""weapon""]"
poncho-0243,Poncho of Might,Poncho of Might: a clothing item used in various contexts.,clothing,poncho,0.16,0,1,1,neck,,,1,,0,,,"[""wearable"", ""uncommon""]"
magnet_ring-0244,Mithril Magnet Ring Quantum QX-14,Mithril Magnet Ring Quantum QX-14: a sci_fi item used in various contexts.,sci_fi,magnet_ring,6.09,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
atlas-0245,Rusted Alloy Atlas,Rusted Alloy Atlas: a books item used in various contexts.,books,atlas,2.06,0,1,0,,,,,,0,,"{""burn"": 0.232}","[""common""]"
servo_motor-0246,Polymer Servo Motor Corvus-series VX-49 of the Deep,Polymer Servo Motor Corvus-series VX-49: a sci_fi item used in various contexts.,sci_fi,servo_motor,3.14,0,1,1,back,,,,,0,,,"[""common"", ""sci-fi""]"
seer_eye-0247,Experimental Seer Eye of Shadows,Experimental Seer Eye of Shadows: a fantasy item used in various contexts.,fantasy,seer_eye,5.11,0,1,0,,,,,,0,,,"[""common"", ""fantasy""]"
wire_spool-0248,Wire Spool of Fortune,Wire Spool of Fortune: a crafting item used in various contexts.,crafting,wire_spool,11.68,0,1,0,,,,,,0,,,"[""common""]"
storm_matches-0249,Ancient Iron Storm Matches,Ancient Iron Storm Matches: a survival item used in various contexts.,survival,storm_matches,10.89,0,1,0,,,,,,0,,,"[""common""]"
water_purifier-0250,"Water Purifier of Might, Epic","Water Purifier of Might, Epic: a survival item used in various contexts.",survival,water_purifier,0.7,0,1,0,,,,,,0,,,"[""epic""]"
blowgun-0251,Ancient Iron Blowgun,Ancient Iron Blowgun: a weapon item used in various contexts.,weapon,blowgun,7.99,0,1,1,hands,12,15,,39,0,,,"[""common"", ""weapon""]"
